property,scene,video,match,label,path,frames,format,start_priming_1,end_priming_1,start_priming_2,end_priming_2
continuity,center,0,18,1,continuity/center__continuity__darkbluecup__egg__ii__LR.mp4,630,mp4,150,164,315,329
continuity,center,1,18,0,continuity/center__continuity__darkbluecup__egg__iv__LR.mp4,630,mp4,150,164,315,329
continuity,center,0,19,1,continuity/center__continuity__darkbluecup__egg__ii__RL.mp4,630,mp4,150,164,315,329
continuity,center,1,19,0,continuity/center__continuity__darkbluecup__egg__iv__RL.mp4,630,mp4,150,164,315,329
continuity,center,0,20,1,continuity/center__continuity__darkbluecup__greenoctagon__vv__LR.mp4,630,mp4,150,164,315,329
continuity,center,1,20,0,continuity/center__continuity__darkbluecup__greenoctagon__vi__LR.mp4,630,mp4,150,164,315,329
continuity,center,0,21,1,continuity/center__continuity__darkbluecup__greenoctagon__vv__RL.mp4,630,mp4,150,164,315,329
continuity,center,1,21,0,continuity/center__continuity__darkbluecup__greenoctagon__vi__RL.mp4,630,mp4,150,164,315,329
continuity,center,0,22,1,continuity/center__continuity__darkbluecup__greenoctagon__ii__LR.mp4,630,mp4,150,164,315,329
continuity,center,1,22,0,continuity/center__continuity__darkbluecup__greenoctagon__iv__LR.mp4,630,mp4,150,164,315,329
continuity,center,0,23,1,continuity/center__continuity__darkbluecup__greenoctagon__ii__RL.mp4,630,mp4,150,164,315,329
continuity,center,1,23,0,continuity/center__continuity__darkbluecup__greenoctagon__iv__RL.mp4,630,mp4,150,164,315,329
continuity,center,0,24,1,continuity/center__continuity__darkbluecup__greenrectangle2__vv__LR.mp4,630,mp4,150,164,315,329
continuity,center,1,24,0,continuity/center__continuity__darkbluecup__greenrectangle2__vi__LR.mp4,630,mp4,150,164,315,329
continuity,center,0,25,1,continuity/center__continuity__darkbluecup__greenrectangle2__vv__RL.mp4,630,mp4,150,164,315,329
continuity,center,1,25,0,continuity/center__continuity__darkbluecup__greenrectangle2__vi__RL.mp4,630,mp4,150,164,315,329
continuity,center,0,26,1,continuity/center__continuity__darkbluecup__greenrectangle2__ii__LR.mp4,630,mp4,150,164,315,329
continuity,center,1,26,0,continuity/center__continuity__darkbluecup__greenrectangle2__iv__LR.mp4,630,mp4,150,164,315,329
continuity,center,0,27,1,continuity/center__continuity__darkbluecup__greenrectangle2__ii__RL.mp4,630,mp4,150,164,315,329
continuity,center,1,27,0,continuity/center__continuity__darkbluecup__greenrectangle2__iv__RL.mp4,630,mp4,150,164,315,329
continuity,center,0,28,1,continuity/center__continuity__darkbluecup__greenrectangle__vv__LR.mp4,630,mp4,150,164,315,329
continuity,center,1,28,0,continuity/center__continuity__darkbluecup__greenrectangle__vi__LR.mp4,630,mp4,150,164,315,329
continuity,center,0,29,1,continuity/center__continuity__darkbluecup__greenrectangle__ii__RL.mp4,630,mp4,150,164,315,329
continuity,center,1,29,0,continuity/center__continuity__darkbluecup__greenrectangle__iv__RL.mp4,630,mp4,150,164,315,329
continuity,center,0,30,1,continuity/center__continuity__darkbluecup__pepper__vv__LR.mp4,632,mp4,150,164,315,329
continuity,center,1,30,0,continuity/center__continuity__darkbluecup__pepper__vi__LR.mp4,630,mp4,150,164,315,329
continuity,center,0,31,1,continuity/center__continuity__darkbluecup__pepper__vv__RL.mp4,632,mp4,150,164,315,329
continuity,center,1,31,0,continuity/center__continuity__darkbluecup__pepper__vi__RL.mp4,630,mp4,150,164,315,329
continuity,center,0,32,1,continuity/center__continuity__darkbluecup__pepper__ii__LR.mp4,630,mp4,150,164,315,329
continuity,center,1,32,0,continuity/center__continuity__darkbluecup__pepper__iv__LR.mp4,630,mp4,150,164,315,329
continuity,center,0,33,1,continuity/center__continuity__darkbluecup__pepper__ii__RL.mp4,630,mp4,150,164,315,329
continuity,center,1,33,0,continuity/center__continuity__darkbluecup__pepper__iv__RL.mp4,630,mp4,150,164,315,329
continuity,center,0,34,1,continuity/center__continuity__darkbluecup__redhexagon__vv__LR.mp4,630,mp4,150,164,315,329
continuity,center,1,34,0,continuity/center__continuity__darkbluecup__redhexagon__vi__LR.mp4,630,mp4,150,164,315,329
continuity,center,0,35,1,continuity/center__continuity__darkbluecup__redhexagon__vv__RL.mp4,630,mp4,150,164,315,329
continuity,center,1,35,0,continuity/center__continuity__darkbluecup__redhexagon__vi__RL.mp4,630,mp4,150,164,315,329
continuity,center,0,36,1,continuity/center__continuity__darkbluecup__redhexagon__ii__LR.mp4,630,mp4,150,164,315,329
continuity,center,1,36,0,continuity/center__continuity__darkbluecup__redhexagon__iv__LR.mp4,630,mp4,150,164,315,329
continuity,center,0,37,1,continuity/center__continuity__darkbluecup__redhexagon__ii__RL.mp4,630,mp4,150,164,315,329
continuity,center,1,37,0,continuity/center__continuity__darkbluecup__redhexagon__iv__RL.mp4,630,mp4,150,164,315,329
continuity,center,0,38,1,continuity/center__continuity__darkbluecup__redtrapezoid__vv__LR.mp4,630,mp4,150,164,315,329
continuity,center,1,38,0,continuity/center__continuity__darkbluecup__redtrapezoid__vi__LR.mp4,630,mp4,150,164,315,329
continuity,center,0,39,1,continuity/center__continuity__darkbluecup__redtrapezoid__vv__RL.mp4,630,mp4,150,164,315,329
continuity,center,1,39,0,continuity/center__continuity__darkbluecup__redtrapezoid__vi__RL.mp4,630,mp4,150,164,315,329
continuity,center,0,40,1,continuity/center__continuity__darkbluecup__redtrapezoid__ii__LR.mp4,630,mp4,150,164,315,329
continuity,center,1,40,0,continuity/center__continuity__darkbluecup__redtrapezoid__iv__LR.mp4,630,mp4,150,164,315,329
continuity,center,0,41,1,continuity/center__continuity__darkbluecup__redtrapezoid__ii__RL.mp4,630,mp4,150,164,315,329
continuity,center,1,41,0,continuity/center__continuity__darkbluecup__redtrapezoid__iv__RL.mp4,630,mp4,150,164,315,329
continuity,center,0,42,1,continuity/center__continuity__darkbluecup__redtriangle__vv__LR.mp4,630,mp4,150,164,315,329
continuity,center,1,42,0,continuity/center__continuity__darkbluecup__redtriangle__vi__LR.mp4,630,mp4,150,164,315,329
continuity,center,0,43,1,continuity/center__continuity__darkbluecup__redtriangle__vv__RL.mp4,630,mp4,150,164,315,329
continuity,center,1,43,0,continuity/center__continuity__darkbluecup__redtriangle__vi__RL.mp4,630,mp4,150,164,315,329
continuity,center,0,44,1,continuity/center__continuity__darkbluecup__redtriangle__ii__LR.mp4,630,mp4,150,164,315,329
continuity,center,1,44,0,continuity/center__continuity__darkbluecup__redtriangle__iv__LR.mp4,630,mp4,150,164,315,329
continuity,center,0,45,1,continuity/center__continuity__darkbluecup__redtriangle__ii__RL.mp4,630,mp4,150,164,315,329
continuity,center,1,45,0,continuity/center__continuity__darkbluecup__redtriangle__iv__RL.mp4,630,mp4,150,164,315,329
continuity,center,0,46,1,continuity/center__continuity__darkbluecup__salt__vv__LR.mp4,630,mp4,150,164,315,329
continuity,center,1,46,0,continuity/center__continuity__darkbluecup__salt__vi__LR.mp4,630,mp4,150,164,315,329
continuity,center,0,47,1,continuity/center__continuity__darkbluecup__salt__vv__RL.mp4,630,mp4,150,164,315,329
continuity,center,1,47,0,continuity/center__continuity__darkbluecup__salt__vi__RL.mp4,630,mp4,150,164,315,329
continuity,center,0,48,1,continuity/center__continuity__darkbluecup__salt__ii__LR.mp4,630,mp4,150,164,315,329
continuity,center,1,48,0,continuity/center__continuity__darkbluecup__salt__iv__LR.mp4,630,mp4,150,164,315,329
continuity,center,0,49,1,continuity/center__continuity__darkbluecup__salt__ii__RL.mp4,630,mp4,150,164,315,329
continuity,center,1,49,0,continuity/center__continuity__darkbluecup__salt__iv__RL.mp4,630,mp4,150,164,315,329
continuity,center,0,50,1,continuity/center__continuity__darkbluecup__yellowparallelogram__vv__LR.mp4,630,mp4,150,164,315,329
continuity,center,1,50,0,continuity/center__continuity__darkbluecup__yellowparallelogram__vi__LR.mp4,630,mp4,150,164,315,329
continuity,center,0,51,1,continuity/center__continuity__darkbluecup__yellowparallelogram__vv__RL.mp4,630,mp4,150,164,315,329
continuity,center,1,51,0,continuity/center__continuity__darkbluecup__yellowparallelogram__vi__RL.mp4,630,mp4,150,164,315,329
continuity,center,0,52,1,continuity/center__continuity__darkbluecup__yellowparallelogram__ii__LR.mp4,630,mp4,150,164,315,329
continuity,center,1,52,0,continuity/center__continuity__darkbluecup__yellowparallelogram__iv__LR.mp4,630,mp4,150,164,315,329
continuity,center,0,53,1,continuity/center__continuity__darkbluecup__yellowparallelogram__ii__RL.mp4,630,mp4,150,164,315,329
continuity,center,1,53,0,continuity/center__continuity__darkbluecup__yellowparallelogram__iv__RL.mp4,630,mp4,150,164,315,329
continuity,center,0,54,1,continuity/center__continuity__darkbluecup__yellowpentagon__vv__LR.mp4,630,mp4,150,164,315,329
continuity,center,1,54,0,continuity/center__continuity__darkbluecup__yellowpentagon__vi__LR.mp4,630,mp4,150,164,315,329
continuity,center,0,55,1,continuity/center__continuity__darkbluecup__yellowpentagon__vv__RL.mp4,630,mp4,150,164,315,329
continuity,center,1,55,0,continuity/center__continuity__darkbluecup__yellowpentagon__vi__RL.mp4,630,mp4,150,164,315,329
continuity,center,0,56,1,continuity/center__continuity__darkbluecup__yellowpentagon__ii__LR.mp4,630,mp4,150,164,315,329
continuity,center,1,56,0,continuity/center__continuity__darkbluecup__yellowpentagon__iv__LR.mp4,630,mp4,150,164,315,329
continuity,center,0,57,1,continuity/center__continuity__darkbluecup__yellowpentagon__ii__RL.mp4,630,mp4,150,164,315,329
continuity,center,1,57,0,continuity/center__continuity__darkbluecup__yellowpentagon__iv__RL.mp4,630,mp4,150,164,315,329
continuity,center,0,58,1,continuity/center__continuity__darkbluecup__yellowrectangle__vv__LR.mp4,630,mp4,150,164,315,329
continuity,center,1,58,0,continuity/center__continuity__darkbluecup__yellowrectangle__vi__LR.mp4,630,mp4,150,164,315,329
continuity,center,0,59,1,continuity/center__continuity__darkbluecup__yellowrectangle__vv__RL.mp4,630,mp4,150,164,315,329
continuity,center,1,59,0,continuity/center__continuity__darkbluecup__yellowrectangle__vi__RL.mp4,630,mp4,150,164,315,329
continuity,center,0,60,1,continuity/center__continuity__darkbluecup__yellowrectangle__ii__LR.mp4,630,mp4,150,164,315,329
continuity,center,1,60,0,continuity/center__continuity__darkbluecup__yellowrectangle__iv__LR.mp4,630,mp4,150,164,315,329
continuity,center,0,61,1,continuity/center__continuity__darkbluecup__yellowrectangle__ii__RL.mp4,630,mp4,150,164,315,329
continuity,center,1,61,0,continuity/center__continuity__darkbluecup__yellowrectangle__iv__RL.mp4,630,mp4,150,164,315,329
continuity,center,0,62,1,continuity/center__continuity__greenbowl__blueclover__vv__LR.mp4,630,mp4,150,164,315,329
continuity,center,1,62,0,continuity/center__continuity__greenbowl__blueclover__vi__LR.mp4,630,mp4,150,164,315,329
continuity,center,0,63,1,continuity/center__continuity__greenbowl__blueclover__vv__RL.mp4,630,mp4,150,164,315,329
continuity,center,1,63,0,continuity/center__continuity__greenbowl__blueclover__vi__RL.mp4,630,mp4,150,164,315,329
continuity,center,0,64,1,continuity/center__continuity__greenbowl__blueclover__ii__LR.mp4,630,mp4,150,164,315,329
continuity,center,1,64,0,continuity/center__continuity__greenbowl__blueclover__iv__LR.mp4,630,mp4,150,164,315,329
continuity,center,0,65,1,continuity/center__continuity__greenbowl__blueclover__ii__RL.mp4,630,mp4,150,164,315,329
continuity,center,1,65,0,continuity/center__continuity__greenbowl__blueclover__iv__RL.mp4,630,mp4,150,164,315,329
continuity,center,0,66,1,continuity/center__continuity__greenbowl__duck__vv__LR.mp4,630,mp4,150,164,315,329
continuity,center,1,66,0,continuity/center__continuity__greenbowl__duck__vi__LR.mp4,630,mp4,150,164,315,329
continuity,center,0,67,1,continuity/center__continuity__greenbowl__duck__vv__RL.mp4,630,mp4,150,164,315,329
continuity,center,1,67,0,continuity/center__continuity__greenbowl__duck__vi__RL.mp4,630,mp4,150,164,315,329
continuity,center,0,68,1,continuity/center__continuity__greenbowl__duck__ii__LR.mp4,630,mp4,150,164,315,329
continuity,center,1,68,0,continuity/center__continuity__greenbowl__duck__iv__LR.mp4,630,mp4,150,164,315,329
continuity,center,0,69,1,continuity/center__continuity__greenbowl__duck__ii__RL.mp4,630,mp4,150,164,315,329
continuity,center,1,69,0,continuity/center__continuity__greenbowl__duck__iv__RL.mp4,630,mp4,150,164,315,329
continuity,center,0,70,1,continuity/center__continuity__greenbowl__egg__vv__LR.mp4,630,mp4,150,164,315,329
continuity,center,1,70,0,continuity/center__continuity__greenbowl__egg__vi__LR.mp4,630,mp4,150,164,315,329
continuity,center,0,71,1,continuity/center__continuity__greenbowl__egg__vv__RL.mp4,630,mp4,150,164,315,329
continuity,center,1,71,0,continuity/center__continuity__greenbowl__egg__vi__RL.mp4,630,mp4,150,164,315,329
continuity,center,0,72,1,continuity/center__continuity__greenbowl__egg__ii__LR.mp4,630,mp4,150,164,315,329
continuity,center,1,72,0,continuity/center__continuity__greenbowl__egg__iv__LR.mp4,630,mp4,150,164,315,329
continuity,center,0,73,1,continuity/center__continuity__greenbowl__egg__ii__RL.mp4,630,mp4,150,164,315,329
continuity,center,1,73,0,continuity/center__continuity__greenbowl__egg__iv__RL.mp4,630,mp4,150,164,315,329
continuity,center,0,74,1,continuity/center__continuity__greenbowl__garlic__vv__LR.mp4,630,mp4,150,164,315,329
continuity,center,1,74,0,continuity/center__continuity__greenbowl__garlic__vi__LR.mp4,630,mp4,150,164,315,329
continuity,center,0,75,1,continuity/center__continuity__greenbowl__garlic__vv__RL.mp4,630,mp4,150,164,315,329
continuity,center,1,75,0,continuity/center__continuity__greenbowl__garlic__vi__RL.mp4,630,mp4,150,164,315,329
continuity,center,0,76,1,continuity/center__continuity__greenbowl__garlic__ii__LR.mp4,630,mp4,150,164,315,329
continuity,center,1,76,0,continuity/center__continuity__greenbowl__garlic__iv__LR.mp4,630,mp4,150,164,315,329
continuity,center,0,77,1,continuity/center__continuity__greenbowl__garlic__ii__RL.mp4,630,mp4,150,164,315,329
continuity,center,1,77,0,continuity/center__continuity__greenbowl__garlic__iv__RL.mp4,630,mp4,150,164,315,329
continuity,center,0,78,1,continuity/center__continuity__greenbowl__greenoctagon__vv__LR.mp4,630,mp4,150,164,315,329
continuity,center,1,78,0,continuity/center__continuity__greenbowl__greenoctagon__vi__LR.mp4,630,mp4,150,164,315,329
continuity,center,0,79,1,continuity/center__continuity__greenbowl__greenoctagon__vv__RL.mp4,630,mp4,150,164,315,329
continuity,center,1,79,0,continuity/center__continuity__greenbowl__greenoctagon__vi__RL.mp4,630,mp4,150,164,315,329
continuity,center,0,80,1,continuity/center__continuity__greenbowl__greenoctagon__ii__LR.mp4,630,mp4,150,164,315,329
continuity,center,1,80,0,continuity/center__continuity__greenbowl__greenoctagon__iv__LR.mp4,630,mp4,150,164,315,329
continuity,center,0,81,1,continuity/center__continuity__greenbowl__greenoctagon__ii__RL.mp4,630,mp4,150,164,315,329
continuity,center,1,81,0,continuity/center__continuity__greenbowl__greenoctagon__iv__RL.mp4,630,mp4,150,164,315,329
continuity,center,0,82,1,continuity/center__continuity__greenbowl__potato__vv__LR.mp4,630,mp4,150,164,315,329
continuity,center,1,82,0,continuity/center__continuity__greenbowl__potato__vi__LR.mp4,630,mp4,150,164,315,329
continuity,center,0,83,1,continuity/center__continuity__greenbowl__potato__vv__RL.mp4,630,mp4,150,164,315,329
continuity,center,1,83,0,continuity/center__continuity__greenbowl__potato__vi__RL.mp4,630,mp4,150,164,315,329
continuity,center,0,84,1,continuity/center__continuity__greenbowl__potato__ii__LR.mp4,630,mp4,150,164,315,329
continuity,center,1,84,0,continuity/center__continuity__greenbowl__potato__iv__LR.mp4,630,mp4,150,164,315,329
continuity,center,0,85,1,continuity/center__continuity__greenbowl__potato__ii__RL.mp4,630,mp4,150,164,315,329
continuity,center,1,85,0,continuity/center__continuity__greenbowl__potato__iv__RL.mp4,630,mp4,150,164,315,329
continuity,center,0,86,1,continuity/center__continuity__greenbowl__redtrapezoid__vv__LR.mp4,630,mp4,150,164,315,329
continuity,center,1,86,0,continuity/center__continuity__greenbowl__redtrapezoid__vi__LR.mp4,630,mp4,150,164,315,329
continuity,center,0,87,1,continuity/center__continuity__greenbowl__redtrapezoid__vv__RL.mp4,630,mp4,150,164,315,329
continuity,center,1,87,0,continuity/center__continuity__greenbowl__redtrapezoid__vi__RL.mp4,630,mp4,150,164,315,329
continuity,center,0,88,1,continuity/center__continuity__greenbowl__redtrapezoid__ii__LR.mp4,630,mp4,150,164,315,329
continuity,center,1,88,0,continuity/center__continuity__greenbowl__redtrapezoid__iv__LR.mp4,630,mp4,150,164,315,329
continuity,center,0,89,1,continuity/center__continuity__greenbowl__redtrapezoid__ii__RL.mp4,630,mp4,150,164,315,329
continuity,center,1,89,0,continuity/center__continuity__greenbowl__redtrapezoid__iv__RL.mp4,630,mp4,150,164,315,329
continuity,center,0,90,1,continuity/center__continuity__greenbowl__yellowpentagon__vv__LR.mp4,630,mp4,150,164,315,329
continuity,center,1,90,0,continuity/center__continuity__greenbowl__yellowpentagon__vi__LR.mp4,630,mp4,150,164,315,329
continuity,center,0,91,1,continuity/center__continuity__greenbowl__yellowpentagon__vv__RL.mp4,630,mp4,150,164,315,329
continuity,center,1,91,0,continuity/center__continuity__greenbowl__yellowpentagon__vi__RL.mp4,630,mp4,150,164,315,329
continuity,center,0,92,1,continuity/center__continuity__greenbowl__yellowpentagon__ii__LR.mp4,630,mp4,150,164,315,329
continuity,center,1,92,0,continuity/center__continuity__greenbowl__yellowpentagon__iv__LR.mp4,630,mp4,150,164,315,329
continuity,center,0,93,1,continuity/center__continuity__greenbowl__yellowpentagon__ii__RL.mp4,630,mp4,150,164,315,329
continuity,center,1,93,0,continuity/center__continuity__greenbowl__yellowpentagon__iv__RL.mp4,630,mp4,150,164,315,329
continuity,center,0,94,1,continuity/center__continuity__greencup__blueclover__vv__LR.mp4,630,mp4,150,164,315,329
continuity,center,1,94,0,continuity/center__continuity__greencup__blueclover__vi__LR.mp4,630,mp4,150,164,315,329
continuity,center,0,95,1,continuity/center__continuity__greencup__blueclover__vv__RL.mp4,630,mp4,150,164,315,329
continuity,center,1,95,0,continuity/center__continuity__greencup__blueclover__vi__RL.mp4,630,mp4,150,164,315,329
continuity,center,0,96,1,continuity/center__continuity__greencup__blueclover__ii__LR.mp4,630,mp4,150,164,315,329
continuity,center,1,96,0,continuity/center__continuity__greencup__blueclover__iv__LR.mp4,630,mp4,150,164,315,329
continuity,center,0,97,1,continuity/center__continuity__greencup__blueclover__ii__RL.mp4,630,mp4,150,164,315,329
continuity,center,1,97,0,continuity/center__continuity__greencup__blueclover__iv__RL.mp4,630,mp4,150,164,315,329
continuity,center,0,98,1,continuity/center__continuity__greencup__blueoval__vv__LR.mp4,630,mp4,150,164,315,329
continuity,center,1,98,0,continuity/center__continuity__greencup__blueoval__vi__LR.mp4,630,mp4,150,164,315,329
continuity,center,0,99,1,continuity/center__continuity__greencup__blueoval__ii__RL.mp4,630,mp4,150,164,315,329
continuity,center,1,99,0,continuity/center__continuity__greencup__blueoval__iv__RL.mp4,630,mp4,150,164,315,329
continuity,center,0,100,1,continuity/center__continuity__greencup__bluestar__vv__LR.mp4,630,mp4,150,164,315,329
continuity,center,1,100,0,continuity/center__continuity__greencup__bluestar__vi__LR.mp4,630,mp4,150,164,315,329
continuity,center,0,101,1,continuity/center__continuity__greencup__bluestar__vv__RL.mp4,630,mp4,150,164,315,329
continuity,center,1,101,0,continuity/center__continuity__greencup__bluestar__vi__RL.mp4,630,mp4,150,164,315,329
continuity,center,0,102,1,continuity/center__continuity__greencup__bluestar__ii__LR.mp4,630,mp4,150,164,315,329
continuity,center,1,102,0,continuity/center__continuity__greencup__bluestar__iv__LR.mp4,630,mp4,150,164,315,329
continuity,center,0,103,1,continuity/center__continuity__greencup__bluestar__ii__RL.mp4,630,mp4,150,164,315,329
continuity,center,1,103,0,continuity/center__continuity__greencup__bluestar__iv__RL.mp4,630,mp4,150,164,315,329
continuity,center,0,104,1,continuity/center__continuity__greencup__duck__vv__LR.mp4,630,mp4,150,164,315,329
continuity,center,1,104,0,continuity/center__continuity__greencup__duck__vi__LR.mp4,630,mp4,150,164,315,329
continuity,center,0,105,1,continuity/center__continuity__greencup__duck__vv__RL.mp4,630,mp4,150,164,315,329
continuity,center,1,105,0,continuity/center__continuity__greencup__duck__vi__RL.mp4,630,mp4,150,164,315,329
continuity,center,0,106,1,continuity/center__continuity__greencup__duck__ii__LR.mp4,630,mp4,150,164,315,329
continuity,center,1,106,0,continuity/center__continuity__greencup__duck__iv__LR.mp4,630,mp4,150,164,315,329
continuity,center,0,107,1,continuity/center__continuity__greencup__duck__ii__RL.mp4,630,mp4,150,164,315,329
continuity,center,1,107,0,continuity/center__continuity__greencup__duck__iv__RL.mp4,630,mp4,150,164,315,329
continuity,center,0,108,1,continuity/center__continuity__greencup__egg__vv__LR.mp4,630,mp4,150,164,315,329
continuity,center,1,108,0,continuity/center__continuity__greencup__egg__vi__LR.mp4,630,mp4,150,164,315,329
continuity,center,0,109,1,continuity/center__continuity__greencup__egg__vv__RL.mp4,630,mp4,150,164,315,329
continuity,center,1,109,0,continuity/center__continuity__greencup__egg__vi__RL.mp4,630,mp4,150,164,315,329
continuity,center,0,110,1,continuity/center__continuity__greencup__egg__ii__LR.mp4,630,mp4,150,164,315,329
continuity,center,1,110,0,continuity/center__continuity__greencup__egg__iv__LR.mp4,630,mp4,150,164,315,329
continuity,center,0,111,1,continuity/center__continuity__greencup__egg__ii__RL.mp4,630,mp4,150,164,315,329
continuity,center,1,111,0,continuity/center__continuity__greencup__egg__iv__RL.mp4,630,mp4,150,164,315,329
continuity,center,0,112,1,continuity/center__continuity__greencup__greenoctagon__vv__LR.mp4,630,mp4,150,164,315,329
continuity,center,1,112,0,continuity/center__continuity__greencup__greenoctagon__vi__LR.mp4,630,mp4,150,164,315,329
continuity,center,0,113,1,continuity/center__continuity__greencup__greenoctagon__vv__RL.mp4,630,mp4,150,164,315,329
continuity,center,1,113,0,continuity/center__continuity__greencup__greenoctagon__vi__RL.mp4,630,mp4,150,164,315,329
continuity,center,0,114,1,continuity/center__continuity__greencup__greenoctagon__ii__LR.mp4,630,mp4,150,164,315,329
continuity,center,1,114,0,continuity/center__continuity__greencup__greenoctagon__iv__LR.mp4,630,mp4,150,164,315,329
continuity,center,0,115,1,continuity/center__continuity__greencup__greenoctagon__ii__RL.mp4,630,mp4,150,164,315,329
continuity,center,1,115,0,continuity/center__continuity__greencup__greenoctagon__iv__RL.mp4,630,mp4,150,164,315,329
continuity,center,0,116,1,continuity/center__continuity__greencup__greenrectangle2__vv__LR.mp4,632,mp4,150,164,315,329
continuity,center,1,116,0,continuity/center__continuity__greencup__greenrectangle2__vi__LR.mp4,630,mp4,150,164,315,329
continuity,center,0,117,1,continuity/center__continuity__greencup__greenrectangle2__vv__RL.mp4,632,mp4,150,164,315,329
continuity,center,1,117,0,continuity/center__continuity__greencup__greenrectangle2__vi__RL.mp4,630,mp4,150,164,315,329
continuity,center,0,118,1,continuity/center__continuity__greencup__greenrectangle2__ii__LR.mp4,630,mp4,150,164,315,329
continuity,center,1,118,0,continuity/center__continuity__greencup__greenrectangle2__iv__LR.mp4,630,mp4,150,164,315,329
continuity,center,0,119,1,continuity/center__continuity__greencup__greenrectangle2__ii__RL.mp4,630,mp4,150,164,315,329
continuity,center,1,119,0,continuity/center__continuity__greencup__greenrectangle2__iv__RL.mp4,630,mp4,150,164,315,329
continuity,center,0,120,1,continuity/center__continuity__greencup__greenrectangle__vv__LR.mp4,630,mp4,150,164,315,329
